epoch,step,train_loss,val_loss
0,50,,1.0542913675308228
0,50,1.077217698097229,
1,101,,1.0473994016647339
1,101,1.056448221206665,
2,152,,1.0495609045028687
2,152,1.0424363613128662,
3,203,,1.0508180856704712
3,203,1.0100178718566895,
4,254,,1.0428484678268433
4,254,0.9579249620437622,
5,305,,1.051573634147644
5,305,0.9054243564605713,
6,356,,1.0586044788360596
6,356,0.8676930665969849,
7,407,,1.046802043914795
7,407,0.8550836443901062,
8,458,,1.0479413270950317
8,458,0.8408461213111877,
9,459,,1.0401508808135986
