epoch,step,train_loss,val_loss
0,142,,0.4185648560523987
0,142,0.4793504774570465,
1,285,,0.40109843015670776
1,285,0.40701305866241455,
2,428,,0.3985295593738556
2,428,0.3827965259552002,
3,571,,0.4035913944244385
3,571,0.3623487651348114,
4,714,,0.39646628499031067
4,714,0.34682437777519226,
5,857,,0.40602126717567444
5,857,0.33034104108810425,
6,1000,,0.39927271008491516
6,1000,0.31901803612709045,
7,1143,,0.4017403721809387
7,1143,0.308694452047348,
8,1286,,0.40456438064575195
8,1286,0.29953932762145996,
9,1287,,0.39646628499031067
