epoch,step,train_loss,val_loss
0,50,,0.46554794907569885
0,50,0.5440987944602966,
1,101,,0.45625588297843933
1,101,0.44962796568870544,
2,152,,0.45361748337745667
2,152,0.4385683536529541,
3,203,,0.4515920579433441
3,203,0.4193516969680786,
4,254,,0.4464752972126007
4,254,0.3883325755596161,
5,305,,0.4457864463329315
5,305,0.35969680547714233,
6,356,,0.4426881670951843
6,356,0.34150102734565735,
7,407,,0.43993133306503296
7,407,0.33220037817955017,
8,458,,0.45583996176719666
8,458,0.3229392468929291,
9,509,,0.44700661301612854
9,509,0.31443479657173157,
10,510,,0.44049614667892456
