epoch,step,train_loss,val_loss
0,50,,0.45577362179756165
0,50,0.5441181063652039,
1,101,,0.44503384828567505
1,101,0.4508298337459564,
2,152,,0.431697279214859
2,152,0.4364309310913086,
3,203,,0.4171370565891266
3,203,0.40507739782333374,
4,254,,0.4121214747428894
4,254,0.3718852996826172,
5,305,,0.41297903656959534
5,305,0.3484087586402893,
6,356,,0.41449612379074097
6,356,0.33829930424690247,
7,407,,0.42532455921173096
7,407,0.3306451737880707,
8,458,,0.41756850481033325
8,458,0.3207229673862457,
9,459,,0.41289442777633667
