epoch,step,train_loss,val_loss
0,50,,0.45887842774391174
0,50,0.5285318493843079,
1,101,,0.44669196009635925
1,101,0.4559585452079773,
2,152,,0.43529391288757324
2,152,0.44928815960884094,
3,203,,0.4194592535495758
3,203,0.43618884682655334,
4,254,,0.4137076139450073
4,254,0.4197949171066284,
5,305,,0.4091300666332245
5,305,0.39924097061157227,
6,356,,0.4058438539505005
6,356,0.3781171143054962,
7,407,,0.40269431471824646
7,407,0.3643333911895752,
8,458,,0.40213844180107117
8,458,0.35024333000183105,
9,509,,0.40128380060195923
9,509,0.3389565348625183,
10,510,,0.40128380060195923
