epoch,step,train_loss,val_loss
0,50,,1.0591777563095093
0,50,1.0950137376785278,
1,101,,1.0376770496368408
1,101,1.0585787296295166,
2,152,,1.0322295427322388
2,152,1.041709065437317,
3,203,,1.0229437351226807
3,203,1.0142818689346313,
4,254,,0.995883584022522
4,254,0.9691253900527954,
5,305,,1.0011951923370361
5,305,0.9129382967948914,
6,356,,0.9986169338226318
6,356,0.8655914068222046,
7,407,,1.0121229887008667
7,407,0.8439430594444275,
8,458,,1.0058542490005493
8,458,0.825494110584259,
9,459,,0.9922317266464233
