epoch,step,train_loss,val_loss
0,131,,0.42970311641693115
0,131,0.516680896282196,
1,263,,0.38205891847610474
1,263,0.4092485010623932,
2,395,,0.3718299865722656
2,395,0.3873755633831024,
3,527,,0.3638385236263275
3,527,0.37032049894332886,
4,659,,0.37064439058303833
4,659,0.35693100094795227,
5,791,,0.3642231822013855
5,791,0.34845075011253357,
6,923,,0.36092409491539
6,923,0.3423982560634613,
7,1055,,0.36179661750793457
7,1055,0.3340476453304291,
8,1187,,0.3654462695121765
8,1187,0.3278595209121704,
9,1319,,0.3609687089920044
9,1319,0.32365095615386963,
10,1320,,0.35913586616516113
