epoch,step,train_loss,val_loss
0,50,,0.47281181812286377
0,50,0.5300249457359314,
1,101,,0.45579397678375244
1,101,0.455292284488678,
2,152,,0.4473525583744049
2,152,0.44451406598091125,
3,203,,0.43093341588974
3,203,0.43088003993034363,
4,254,,0.4231370985507965
4,254,0.41167134046554565,
5,305,,0.43533241748809814
5,305,0.392522394657135,
6,356,,0.42051970958709717
6,356,0.3783269226551056,
7,407,,0.42466649413108826
7,407,0.36081409454345703,
8,458,,0.41844668984413147
8,458,0.3475225567817688,
9,509,,0.4207783043384552
9,509,0.33558136224746704,
10,510,,0.41844668984413147
