epoch,step,train_loss,val_loss
0,50,,0.4710312783718109
0,50,0.5442085862159729,
1,101,,0.45505791902542114
1,101,0.45071494579315186,
2,152,,0.44867557287216187
2,152,0.4374943971633911,
3,203,,0.43243277072906494
3,203,0.41344621777534485,
4,254,,0.425655335187912
4,254,0.3834022879600525,
5,305,,0.4377230703830719
5,305,0.3566690981388092,
6,356,,0.42640990018844604
6,356,0.3420773148536682,
7,407,,0.4270861744880676
7,407,0.32961276173591614,
8,458,,0.4442068040370941
8,458,0.3226337432861328,
9,459,,0.42371705174446106
